6.531456	0.327597	7.721951	0.260591	0.013440	0.019467
7.02	0.41	7.45	0.29	0.08	0.02
6.46	0.31	7.78	0.24	0.64	0.03
6.43	0.17	17.34	0.31	0.77	0.03
6.49	0.29	8.65	0.26	0.07	0.02
5.50	0.32	8.87	0.33	0.98	0.04
5.65	0.28	8.98	0.29	0.43	0.03
6.36	0.30	8.41	0.26	0.35	0.02
5.09	0.25	8.62	0.27	1.15	0.03
5.63	0.26	9.28	0.28	0.38	0.03
7.98	0.43	6.97	0.25	0.41	0.03
6.84	0.31	7.96	0.24	0.28	0.02
6.25	0.32	7.71	0.26	0.08	0.02
5.41	0.32	8.75	0.34	0.89	0.04
6.29	0.38	7.39	0.30	0.48	0.03
5.84	0.30	7.65	0.26	0.98	0.03
5.79	0.30	8.30	0.28	1.04	0.04
6.71	0.31	8.04	0.25	0.14	0.02
6.01	0.33	7.64	0.28	0.70	0.03
6.78	0.36	7.55	0.27	0.05	0.02
7.41	0.36	8.05	0.26	0.05	0.02
5.71	0.32	8.67	0.32	0.86	0.03
6.70	0.40	7.97	0.31	0.33	0.03
7.13	0.42	7.54	0.29	0.55	0.03
6.16	0.31	8.60	0.28	0.74	0.03
6.08	0.36	8.19	0.32	0.29	0.03
7.83	0.37	7.60	0.24	1.12	0.03
6.28	0.17	16.58	0.29	0.75	0.03
6.04	0.30	8.16	0.26	0.89	0.03
5.36	0.27	8.83	0.29	0.81	0.03
6.01	0.30	8.68	0.29	0.09	0.02
6.58	0.32	8.69	0.28	0.19	0.02
6.32	0.42	7.87	0.34	0.90	0.04
5.48	0.26	8.46	0.27	0.88	0.03
6.83	0.39	7.45	0.29	0.02	0.02
5.39	0.28	9.65	0.34	0.39	0.03
5.43	0.14	17.92	0.30	1.98	0.04
6.24	0.32	7.88	0.26	0.89	0.04
5.83	0.29	7.70	0.25	0.36	0.02
6.42	0.31	8.34	0.27	0.27	0.02
6.68	0.32	7.80	0.25	0.35	0.02
5.90	0.29	9.03	0.30	0.01	0.02
6.67	0.32	8.25	0.26	0.06	0.02
6.05	0.29	7.91	0.26	0.01	0.02
6.07	0.32	8.01	0.27	1.12	0.04
6.85	0.34	7.66	0.26	0.20	0.02
5.59	0.33	8.34	0.33	0.42	0.03
6.13	0.35	7.98	0.30	0.44	0.03
6.19	0.33	8.13	0.29	0.16	0.02
5.40	0.27	9.06	0.30	1.03	0.03
6.36	0.33	8.46	0.29	0.43	0.03
6.47	0.36	8.09	0.29	0.94	0.04
7.31	0.39	7.72	0.27	0.24	0.03
5.75	0.30	8.00	0.27	0.78	0.03
6.42	0.34	8.35	0.30	0.45	0.03
6.79	0.34	7.58	0.25	0.07	0.02
6.41	0.20	15.50	0.31	1.91	0.04
5.99	0.20	16.47	0.36	1.87	0.05
6.41	0.35	8.00	0.30	0.09	0.02
5.81	0.27	7.57	0.22	0.93	0.03
5.87	0.28	8.09	0.26	0.12	0.02
5.72	0.30	9.10	0.31	0.88	0.04
5.82	0.34	7.69	0.29	0.92	0.04
6.40	0.34	8.09	0.28	0.77	0.03
6.89	0.34	7.80	0.26	0.04	0.02
5.57	0.28	9.07	0.30	0.49	0.03
6.08	0.30	8.70	0.29	0.07	0.02
5.56	0.25	8.11	0.24	0.88	0.03
5.65	0.31	8.35	0.30	0.71	0.03
6.34	0.17	17.41	0.31	0.23	0.02
5.86	0.32	8.19	0.30	0.35	0.03
7.10	0.41	6.66	0.26	0.15	0.02
6.22	0.29	7.78	0.24	0.54	0.02
5.56	0.33	8.70	0.34	0.69	0.03
6.28	0.36	7.65	0.29	0.77	0.03
6.86	0.33	7.71	0.24	0.38	0.02
5.84	0.29	7.24	0.24	0.50	0.02
5.25	0.26	8.84	0.29	0.92	0.03
4.74	0.24	9.86	0.33	0.73	0.03
6.39	0.28	8.22	0.24	0.15	0.02
6.02	0.30	8.08	0.26	0.59	0.03
6.46	0.28	8.26	0.24	0.07	0.02
5.71	0.28	8.21	0.26	0.54	0.03
7.05	0.34	7.00	0.23	0.04	0.02
5.69	0.29	8.39	0.28	0.46	0.02
6.05	0.28	8.14	0.25	0.55	0.03
6.44	0.37	7.47	0.29	0.19	0.02
5.36	0.28	8.26	0.28	0.90	0.03
5.48	0.23	9.94	0.27	0.86	0.03
6.07	0.29	8.36	0.27	0.55	0.03
5.63	0.34	7.86	0.32	0.81	0.03
5.55	0.28	8.59	0.29	0.09	0.02
6.28	0.26	8.33	0.23	0.84	0.03
5.62	0.28	8.79	0.29	0.54	0.03
6.12	0.32	7.23	0.25	0.20	0.02
6.39	0.30	8.07	0.25	0.63	0.03
5.28	0.24	9.28	0.27	0.68	0.03
6.40	0.31	7.95	0.25	0.23	0.02
6.43	0.31	8.25	0.27	0.53	0.03
6.29	0.30	7.70	0.24	0.36	0.02
6.22	0.31	8.67	0.29	0.20	0.02
6.35	0.35	7.11	0.25	0.89	0.03
6.51	0.34	8.38	0.29	0.13	0.02
6.66	0.19	16.01	0.30	0.87	0.03
5.45	0.27	8.91	0.30	0.16	0.02
5.70	0.15	17.10	0.29	1.76	0.03
6.59	0.22	15.46	0.34	1.20	0.03
7.12	0.34	8.26	0.26	0.71	0.03
6.85	0.35	7.51	0.26	0.08	0.02
5.37	0.25	8.43	0.26	0.58	0.03
5.92	0.28	8.16	0.25	0.28	0.02
7.56	0.33	8.06	0.24	0.07	0.02
6.77	0.36	8.13	0.28	0.89	0.04
5.23	0.23	9.89	0.29	0.59	0.03
