5.761907	0.178203	12.788641	0.264331	0.309546	0.021296
6.08	0.22	13.01	0.30	0.75	0.04
10.62	0.41	10.56	0.27	0.02	0.03
6.36	0.22	12.94	0.31	0.11	0.02
6.11	0.19	13.27	0.28	0.79	0.03
5.58	0.22	12.67	0.33	1.35	0.04
6.27	0.22	11.76	0.27	0.91	0.03
5.63	0.20	12.72	0.30	0.75	0.03
6.76	0.22	12.20	0.26	0.54	0.02
6.26	0.27	11.87	0.33	0.67	0.03
6.16	0.25	13.02	0.35	0.49	0.03
6.54	0.22	12.58	0.29	0.20	0.02
6.28	0.22	12.68	0.30	0.23	0.02
6.53	0.21	12.21	0.27	0.25	0.02
6.85	0.22	12.25	0.27	0.15	0.02
6.49	0.19	13.18	0.26	0.11	0.02
6.25	0.21	12.77	0.29	0.21	0.02
5.81	0.19	12.38	0.27	1.12	0.03
5.88	0.26	12.10	0.36	0.89	0.03
5.97	0.25	13.21	0.37	0.94	0.04
5.99	0.20	12.79	0.29	0.61	0.03
5.96	0.20	13.34	0.30	0.20	0.02
6.21	0.19	12.08	0.24	1.06	0.03
6.58	0.22	13.13	0.30	0.12	0.02
6.38	0.20	12.51	0.27	0.11	0.02
5.96	0.24	12.64	0.34	1.15	0.04
6.40	0.19	12.81	0.26	0.48	0.02
5.69	0.18	12.55	0.26	0.91	0.03
6.90	0.23	13.35	0.30	0.14	0.02
5.62	0.22	13.04	0.33	1.18	0.04
6.52	0.14	25.34	0.36	0.35	0.03
7.06	0.23	11.90	0.26	0.19	0.02
6.31	0.22	12.56	0.29	0.37	0.02
6.63	0.23	12.02	0.27	0.64	0.03
6.61	0.22	12.32	0.27	0.10	0.02
8.44	0.16	42.32	0.53	4.45	0.06
6.71	0.26	11.74	0.30	0.17	0.02
6.17	0.22	12.03	0.28	0.59	0.03
5.73	0.19	11.87	0.26	1.59	0.04
6.81	0.16	24.58	0.38	0.43	0.03
6.03	0.23	12.40	0.30	1.35	0.04
6.36	0.21	12.19	0.27	0.77	0.03
6.20	0.20	12.55	0.27	0.39	0.02
6.42	0.20	12.46	0.25	0.47	0.02
5.66	0.18	13.68	0.28	1.06	0.03
6.57	0.25	12.43	0.31	0.04	0.02
6.19	0.28	11.61	0.34	1.26	0.04
5.99	0.22	12.57	0.31	0.27	0.02
6.53	0.22	11.13	0.24	0.77	0.03
6.65	0.24	11.71	0.28	0.24	0.02
5.90	0.21	12.55	0.29	0.27	0.02
5.78	0.25	13.01	0.36	1.28	0.04
7.30	0.23	11.96	0.25	0.24	0.02
6.20	0.22	11.30	0.26	1.20	0.03
6.21	0.22	12.23	0.28	1.34	0.03
6.73	0.25	12.70	0.31	0.36	0.03
5.97	0.25	12.55	0.34	1.20	0.04
6.70	0.23	12.47	0.28	0.08	0.02
6.62	0.22	12.57	0.28	0.70	0.03
6.91	0.23	13.16	0.29	0.28	0.03
5.96	0.20	12.60	0.28	1.46	0.03
6.42	0.23	12.93	0.31	0.46	0.03
6.36	0.21	12.01	0.26	1.16	0.03
5.88	0.19	12.61	0.26	1.13	0.03
5.45	0.19	13.12	0.30	1.09	0.03
5.87	0.22	12.53	0.30	1.18	0.03
5.99	0.22	12.20	0.30	0.41	0.03
6.29	0.23	12.88	0.32	0.39	0.03
6.44	0.15	25.04	0.38	0.47	0.03
6.09	0.21	11.85	0.27	1.10	0.03
6.44	0.21	12.46	0.27	0.63	0.02
6.30	0.22	11.67	0.28	0.59	0.03
5.78	0.19	13.72	0.30	0.20	0.02
6.16	0.23	12.45	0.30	1.43	0.04
6.87	0.25	11.66	0.29	0.38	0.03
5.92	0.20	12.68	0.27	1.49	0.04
6.74	0.21	11.74	0.24	0.77	0.03
6.15	0.19	12.23	0.25	1.08	0.03
6.65	0.22	12.16	0.27	0.58	0.03
6.12	0.19	13.07	0.26	0.89	0.03
6.40	0.22	13.18	0.30	0.32	0.03
5.97	0.30	23.72	0.80	0.98	0.07
10.60	0.45	11.83	0.34	0.16	0.04
5.68	0.23	12.24	0.32	1.56	0.04
